seller_id,seller_state,total_orders,total_revenue,avg_review_score,late_rate_pct,avg_delay_days,composite_score,performance_tier,perf_rank,perf_quartile
01bcc9d254a0143f0ce9791b960b2a47,GO,10,1393.21,4.4,0.0,-18.3,68.3,Good,238,1
73a63f72308aa20a46f4b1632018f196,PR,24,7137.75,4.35,0.0,-15.0,68.3,Good,238,1
ce69a8021d18961dd2a40269b7c2c293,PR,18,4718.01,4.67,5.6,-10.6,68.2,Good,245,1
6aa3928696eab49a19a466e665a649fd,RJ,17,2072.9,4.71,5.9,-14.0,68.2,Good,245,1
f08a5b9dd6767129688d001acafc21e5,RS,11,14069.63,4.27,0.0,-9.7,68.2,Good,245,1
08084d990eb3f53af056ccbc1730c8a7,SP,11,343.4,4.4,0.0,-15.2,68.2,Good,245,1
f435898e493ba0356019a0b1cb8b55b1,PR,10,674.26,4.4,0.0,-20.7,68.2,Good,245,1
25e6ffe976bd75618accfe16cefcbd0d,SP,106,11921.6,4.44,2.8,-13.6,68.2,Good,245,1
b1a81260566c1bac3114a6d124413f27,RS,50,8653.05,4.32,0.0,-16.1,68.2,Good,245,1
530ec6109d11eaaf87999465c6afee01,PR,94,12682.11,4.34,1.1,-17.4,68.2,Good,245,1
5f7300535881cef3b625fd683cf7d145,RS,10,724.98,4.4,0.0,-13.8,68.2,Good,245,1
5c243662ce92d84573bfaff24c3e3700,SP,98,32862.02,4.14,1.0,-13.6,68.1,Good,254,1
5cbbd5a299cab112b7bf23862255e43e,PR,35,2992.97,4.37,0.0,-14.0,68.1,Good,254,1
2dee2ce60de9709b1a24083217181a1f,MT,54,7784.5,4.43,1.9,-17.5,68.1,Good,254,1
8c16d1f32a54d92897cc437244442e1b,SC,107,5607.8,4.39,0.9,-15.3,68.1,Good,254,1
fad44952713764836814be105382aee5,RJ,31,4949.0,4.35,0.0,-11.9,68.1,Good,254,1
9f505651f4a6abe901a56cdc21508025,SP,390,25809.37,4.37,4.1,-10.8,68.1,Good,254,1
c731d18cea9bf687ffee82a241c25b11,SC,23,3906.53,4.36,0.0,-16.6,68.1,Good,254,1
54065e9aef7e9e9c2dc23b7594db021a,RJ,12,7079.0,4.33,0.0,-22.8,68.1,Good,254,1
df0f42bc4c2142eacf0eaf2cffd0cfbb,SC,13,1550.0,4.38,0.0,-9.5,68.1,Good,254,1
9616352088dcf83a7c06637f4ebf1c80,PR,91,5643.1,4.34,0.0,-15.5,68.1,Good,254,1
5f3ae9136c875522250f8184f253413a,SP,42,1143.05,4.64,4.8,-12.4,68.0,Good,264,1
d13e50eaa47b4cbe9eb81465865d8cfc,SP,66,7073.05,4.82,9.1,-4.5,68.0,Good,264,1
47efca563408aae19bb7206c2d969ea9,PI,11,2562.9,4.36,0.0,-15.0,68.0,Good,264,1
6b90f847357d8981edd79a1eb1bf0acb,SP,45,3322.08,4.36,0.0,-9.4,68.0,Good,264,1
f0837c8d71434931d9e38e7b79234797,RS,22,3446.9,4.59,4.5,-20.0,67.9,Good,268,1
4bfc7a4a1cf8d4d2121c27422d9e50b5,SP,25,7933.4,4.52,4.0,-9.8,67.9,Good,268,1
b6d44737c043328708f6749c2dbe50bd,SP,59,5410.44,4.61,5.1,-14.4,67.9,Good,268,1
966cb4760537b1404caedd472cc610a5,SP,66,44969.26,4.11,3.0,-15.6,67.9,Good,268,1
259f7b5e6e482c230e5bfaa670b6bb8f,SP,134,8370.24,4.38,1.5,-13.4,67.9,Good,268,1
2ff97219cb8622eaf3cd89b7d9c09824,SP,86,4335.8,4.53,3.5,-9.5,67.9,Good,268,1
f5a590cf36251cf1162ea35bef76fe84,SP,113,51232.78,4.27,7.1,-11.1,67.9,Good,268,1
5bc24d989e71e93c33e50a7782431b0e,MG,17,3148.0,4.35,0.0,-16.5,67.9,Good,268,1
5debea795b07621e1f90532e18f96145,PR,25,1883.78,4.36,0.0,-18.7,67.9,Good,268,1
768de2a4fc06aacecb9a586ccc30746a,DF,13,442.7,4.38,0.0,-12.5,67.9,Good,268,1
2a84855fd20af891be03bc5924d2b453,MG,153,14744.1,4.38,2.6,-12.3,67.9,Good,268,1
bb5bd94c8f59cc050072d2930c869cac,SP,14,2228.97,4.36,0.0,-10.1,67.9,Good,268,1
659e8466eb3ff1b0e8740d74fb7bbedd,BA,11,1486.8,4.36,0.0,-19.5,67.8,Good,280,1
fde0cc9ea29c8ccfc0a2c22256a58c71,PR,35,3922.0,4.49,2.9,-16.3,67.8,Good,280,1
6f83d9e4da896daae20b9b6b2d3ff8d2,PR,11,963.19,4.36,0.0,-15.1,67.8,Good,280,1
709e16e2b25c7474d980076c6bfc4806,SP,59,5108.0,4.51,3.4,-12.9,67.8,Good,280,1
b1aaae6b66ad3c40f54b389d7ea4bee0,SP,14,989.5,4.36,0.0,-19.4,67.8,Good,280,1
1690cada046eb7e92c12f98b1f8a8167,SP,10,1760.0,4.9,10.0,-14.2,67.8,Good,280,1
d66c305afaec317ebee552073a674429,MG,38,4180.39,4.47,2.6,-18.8,67.8,Good,280,1
17e34d8224d27a541263c4c64b11a56b,SP,246,54272.36,4.26,7.7,-10.5,67.7,Good,287,1
080102cd0a76b09e0dcf55fcacc60e05,MG,120,5521.87,4.54,4.2,-11.9,67.7,Good,287,1
5b2e94f2c22b39ccc24d34ad0f669672,SP,10,1022.6,4.9,10.0,-12.8,67.7,Good,287,1
5f1dc28029d2c244352a68107ec2b542,SP,61,2804.2,4.42,1.6,-15.9,67.7,Good,287,1
128f9bfbe4c7d5185033914b1de3d39a,SP,13,1267.39,4.77,7.7,-12.8,67.7,Good,287,1
91f848e9f4be368f4318775aac733370,SP,60,5668.61,4.4,1.7,-11.8,67.7,Good,287,1
dbd66278cbfe1aa1000f90a217ca4695,SP,84,5136.34,4.5,3.6,-12.2,67.6,Good,293,1
fa40cc5b934574b62717c68f3d678b6d,SP,302,15978.38,4.49,5.3,-11.1,67.6,Good,293,1
cce6ab8d1682639fe45ab70234f1665f,SP,61,2442.7,4.51,3.3,-13.8,67.6,Good,293,1
c6bda72e4dbf5c5866b13cb1810c6d03,SP,57,14033.48,4.41,3.5,-11.9,67.6,Good,293,1
1dc2de47ee26a0a5b12dc14fd6dc0dea,SP,25,1695.29,4.56,4.0,-8.8,67.6,Good,293,1
10076e5788b8ee532724bcd460baf762,SP,22,797.48,4.59,4.5,-12.0,67.6,Good,293,1
6e386f64c84e482f0b9abf960797ee1b,SP,29,12209.3,4.61,6.9,-9.6,67.6,Good,293,1
f7496d659ca9fdaf323c0aae84176632,SP,24,4547.77,4.54,4.2,-21.1,67.6,Good,293,1
ffdd9f82b9a447f6f8d4b91554cc7dd3,PR,18,2101.2,4.33,0.0,-12.4,67.6,Good,293,1
e9779976487b77c6d4ac45f75ec7afe9,SP,641,42784.33,4.27,6.1,-10.0,67.5,Good,302,1
c510bc1718f0f2961eaa42a23330681a,SP,12,10141.0,4.25,0.0,-9.9,67.5,Good,302,1
b90e891671cffd9557f33a97dc523645,PR,33,4329.0,4.3,0.0,-15.9,67.5,Good,302,1
70eea00b476a314817cefde4aad4f89a,SP,104,31191.75,4.41,6.7,-12.0,67.5,Good,302,1
729b2d09b2a0bdab221076327f13d050,SP,48,1805.21,4.56,4.2,-12.3,67.5,Good,302,1
0bae85eb84b9fb3bd773911e89288d54,SP,134,7723.9,4.31,0.7,-15.0,67.5,Good,302,1
381c83fdca332ea6afd896da20bf6e4a,PR,46,7355.8,4.39,2.2,-15.8,67.5,Good,302,2
3bb548e3cb7f70f28e3f11ee9dce0e59,PR,45,8056.32,4.27,0.0,-17.4,67.5,Good,302,2
6edacfd9f9074789dad6d62ba7950b9c,SP,198,12884.1,4.47,4.5,-11.5,67.5,Good,302,2
e9511df20ccd82658a30c37b7fb343af,SP,22,2096.6,4.32,0.0,-14.0,67.4,Good,311,2
17a053fcb14bd219540cbde0df490be0,SP,124,40601.53,4.25,5.6,-10.1,67.4,Good,311,2
b839e41795b7f3ad94cc2014a52f6796,SP,33,42829.0,4.09,3.0,-12.8,67.4,Good,311,2
1bb2bdb95f4841f1bba2c0d2cd83d3c9,SP,79,4905.76,4.63,6.3,-13.3,67.4,Good,311,2
05ff92fedb5be47920fea08e501238b9,RS,57,21235.98,4.32,3.5,-17.7,67.4,Good,311,2
808d4348b916efa08e766ebad39f61eb,SP,20,712.95,4.6,5.0,-9.4,67.4,Good,311,2
65b081a070633e057c462abdd6fb9dd8,GO,19,1885.09,4.32,0.0,-17.5,67.4,Good,311,2
51702dc2a3e106c76dbff722b5bf0726,SP,13,2705.1,4.31,0.0,-14.5,67.4,Good,311,2
43f8c9950d11ecd03a0304a49e010da6,SP,41,4249.59,4.56,4.9,-12.3,67.4,Good,311,2
b8bc237ba3788b23da09c0f1f3a3288c,SC,45,13685.71,4.32,2.2,-14.4,67.3,Good,320,2
5b925e1d006e9476d738aa200751b73b,SP,63,7748.5,4.6,6.3,-11.2,67.3,Good,320,2
ccf8813e5a7d6c84d865cd38bfc2b130,SP,25,2662.5,4.52,4.0,-13.5,67.3,Good,320,2
cb8bcce248bb1fb274ba762d8b971456,MG,65,9012.5,4.32,1.5,-11.8,67.3,Good,320,2
cab85505710c7cb9b720bceb52b01cee,SP,200,11095.0,4.33,2.0,-15.7,67.3,Good,320,2
d12c926d74ceff0a90a21184466ce161,SP,75,3852.28,4.36,1.3,-14.6,67.3,Good,320,2
8bb48dc19fccaa8613b6229bf7f452a2,SP,81,4227.48,4.41,2.5,-13.2,67.2,Good,326,2
d91fb3b7d041e83b64a00a3edfb37e4f,SP,524,39926.39,4.14,3.8,-12.7,67.2,Good,326,2
e0a366315b1b726b6c7832d664c0f530,SP,42,7161.09,4.38,2.4,-11.4,67.2,Good,326,2
2f74af7a0ee5636f12c2336f9fffed47,SP,13,560.7,4.31,0.0,-8.8,67.2,Good,326,2
9646c3513289980f17226a2fc4720dbd,SP,69,2964.4,4.45,2.9,-13.9,67.2,Good,326,2
b2ba3715d723d245138f291a6fe42594,SP,323,49366.59,4.21,6.8,-9.8,67.2,Good,326,2
41b86b552e54e3a7009596125aa8b167,SP,10,1595.3,4.3,0.0,-18.8,67.2,Good,326,2
b16d3dadc47d4eb18be3d88bad0775ce,RS,10,722.1,4.3,0.0,-21.2,67.1,Good,333,2
b4f8921fcc4ff77b66bea6dda43dcd51,RS,17,10945.16,4.53,5.9,-17.3,67.1,Good,333,2
febab0275244b9a49a623f0bd613ca2f,SP,102,7269.87,4.45,3.9,-11.5,67.1,Good,333,2
d4ffeb15b67e81ff9af2b4252d99fb7e,SP,11,1400.4,4.3,0.0,-13.2,67.1,Good,333,2
17f51e7198701186712e53a39c564617,SP,55,46969.0,4.35,9.1,-11.8,67.1,Good,333,2
1554a68530182680ad5c8b042c3ab563,MG,244,29284.74,4.36,6.1,-13.8,67.1,Good,333,2
2d42ebcda99fd55f6f4bc2f1ca035d50,GO,10,921.5,4.3,0.0,-13.9,67.1,Good,333,2
d650b663c3b5f6fb392b6326366efa9a,SP,56,18106.9,4.43,5.4,-11.6,67.1,Good,333,2
9c690ceacd5c66731bf443ea810195cb,MG,10,871.8,4.3,0.0,-18.2,67.1,Good,333,2
cc5a78bbad32776dc4e3af205218368c,MG,31,3309.94,4.45,3.2,-17.1,67.1,Good,333,2
240b9776d844d37535668549a396af32,RJ,35,13332.09,4.34,2.9,-11.3,67.1,Good,333,2
d98eec89afa3380e14463da2aabaea72,RS,167,7078.31,4.36,2.4,-18.3,67.0,Good,344,2
f3b80352b986ab4d1057a4b724be19d0,DF,86,9815.1,4.21,0.0,-13.2,67.0,Good,344,2
52f9db5cfb423382a2fa5c9e39303202,SP,21,1218.78,4.29,0.0,-15.0,67.0,Good,344,2
80e6699fe29150b372a0c8a1ebf7dcc8,PR,95,11128.23,4.37,3.2,-16.0,67.0,Good,344,2
7d456afc660226829370f3173d14520c,SP,54,8321.04,4.41,3.7,-12.9,66.9,Good,348,2
5b51032eddd242adc84c38acab88f23d,MG,11,2512.0,4.27,0.0,-15.7,66.9,Good,348,2
2bf6a2c1e71bbd29a4ad64e6d3c3629f,RJ,30,50628.9,4.17,6.7,-14.5,66.9,Good,348,2
aced59e9b31ef866a94f9e7f29d8d418,SP,59,7348.66,4.41,3.4,-11.4,66.9,Good,348,2
e601b04acf48b4576e73ddca9481f0dc,SP,14,442.04,4.29,0.0,-15.4,66.9,Good,348,2
d03698c2efd04a549382afa6623e27fb,BA,18,10046.42,4.5,5.6,-15.3,66.9,Good,348,2
aafe36600ce604f205b86b5084d3d767,SC,128,9197.59,4.41,3.9,-13.1,66.8,Good,354,2
c8b3445d737de6befde0c88ede534a5e,SP,30,3317.94,4.43,3.3,-11.8,66.8,Good,354,2
cca3071e3e9bb7d12640c9fbe2301306,SP,674,61473.02,3.94,4.6,-15.1,66.8,Good,354,2
916748bc99315c2d202898ae58b1617e,SP,25,369.4,4.28,0.0,-10.1,66.8,Good,354,2
86ccac0b835037332a596a33b6949ee1,SC,170,15446.87,4.27,2.4,-14.9,66.8,Good,354,2
89f69225956f951295ca4c7fb1266553,RJ,11,1041.3,4.27,0.0,-16.7,66.8,Good,354,2
3586b8580d9c917874e053a1bb37b5ff,SP,36,1524.7,4.42,2.8,-17.9,66.8,Good,354,2
1dcfa3835714681d4ba4a93bc1e0fd41,SP,12,1186.6,4.27,0.0,-15.7,66.8,Good,354,2
d9a84e1403de8da0c3aa531d6d108ba6,SP,53,1880.29,4.58,5.7,-10.3,66.8,Good,354,2
7a2d2949aea47fab95fd98d6c9f618b1,PR,11,1638.99,4.27,0.0,-17.5,66.8,Good,354,2
3340ef1913fb70d28420f6ceb685c339,PR,30,6591.66,4.4,3.3,-9.0,66.8,Good,354,2
30a2f535bb48308f991d0b9ad4a8c4bb,SP,67,4621.5,4.4,3.0,-12.8,66.8,Good,354,2
f3c38ab652836d21de61fb8314b69182,SP,15,1581.0,4.27,0.0,-11.1,66.8,Good,354,2
ff4e2d38692ce827b1a4f4b8196e680d,SP,11,518.9,4.27,0.0,-14.1,66.7,Good,367,2
3a734b715d333a2588a3d54a0c9b8746,SP,14,2052.52,4.64,7.1,-11.9,66.7,Good,367,2
d93844a9c55ba7ce353388bcf849ea56,PR,12,2708.5,4.25,0.0,-9.8,66.7,Good,367,2
1a3df491d1c4f1589fc2b934ada68bf2,SC,160,22472.4,4.27,3.8,-13.1,66.7,Good,367,2
ba5daa4041e1f15cdf34b76e3e18a450,SP,15,806.8,4.27,0.0,-10.9,66.7,Good,367,2
a2deecd5398f5df4987110c80a1972a3,SP,13,623.81,4.27,0.0,-13.7,66.7,Good,367,2
5b85809efd0d0e4dea1a9544e1280ed9,SP,12,1804.6,4.25,0.0,-16.7,66.6,Good,373,2
25e47381a6c510ddeb36084e33b89f0c,SP,16,1289.6,4.25,0.0,-12.9,66.6,Good,373,2
b94cc9f10ddc85e4ba73a6f7974e7101,RJ,39,25346.1,4.3,5.1,-12.7,66.6,Good,373,2
0509040ea3fe50071181bbc359eb7738,MG,87,3689.35,4.48,4.6,-10.7,66.6,Good,373,2
42bde9fef835393bb8a8849cb6b7f245,DF,34,7574.0,4.35,2.9,-14.6,66.6,Good,373,2
980640c45d7a4635885491d077167e4d,SP,14,1004.29,4.64,7.1,-10.4,66.6,Good,373,2
7c5b05cbdb5542049f38d90d7815b97d,SP,21,993.97,4.52,4.8,-12.1,66.6,Good,373,2
d94a40fd42351c259927028d163af842,MG,96,13502.79,4.3,3.1,-13.6,66.5,Good,380,2
31344c16881c08a8a72c6d2eb29918c1,MG,42,9568.7,4.43,4.8,-10.3,66.5,Good,380,2
6d22a1fcebb6dd08c9cd90b92a93e8d0,SC,12,753.6,4.25,0.0,-10.7,66.5,Good,380,2
7b07b3c7487f0ea825fc6df75abd658b,SP,90,9245.47,4.41,4.4,-11.1,66.5,Good,380,2
2953ce3a88f5e3c3b696d77fc9e4c8eb,SP,14,470.0,4.64,7.1,-5.2,66.5,Good,380,2
f52c2422904463fdd7741f99045fecb6,SP,12,567.79,4.25,0.0,-10.1,66.5,Good,380,2
9dd59e43f0c9f0553244e8f9c2fb247e,PR,10,356.3,4.8,10.0,-13.7,66.5,Good,380,2
fa1a9dec3a9940c072684a46728bf1fc,SC,53,6801.09,4.19,0.0,-15.5,66.5,Good,380,2
5a6a02f419701fc8c605af71d4fc57a4,SP,10,600.5,4.8,10.0,-9.3,66.5,Good,380,2
85d9eb9ddc5d00ca9336a2219c97bb13,MG,498,15095.49,4.23,2.2,-15.7,66.5,Good,380,2
5a413ade68e8f8d93071a7f52a64cb9e,SP,14,778.9,4.64,7.1,-4.6,66.5,Good,380,2
d4e12e7884759a14fa0f5f896c791cae,SP,29,1400.0,4.62,6.9,-12.6,66.5,Good,380,2
888faa8bfb0b159c37de6d898b961c31,SC,17,1890.6,4.24,0.0,-15.6,66.5,Good,380,2
ffc470761de7d0232558ba5e786e57b7,SP,27,1529.13,4.44,3.7,-11.8,66.4,Good,393,2
33ac3e28642ab8bda860a2f693000e78,SP,34,3771.35,4.21,0.0,-13.0,66.4,Good,393,2
02f623a8eb246f3c5f7c2f96462654e6,SP,44,6378.0,4.56,6.8,-10.7,66.4,Good,393,2
ff063b022a9a0aab91bad2c9088760b7,SP,93,12150.64,4.31,3.2,-11.9,66.4,Good,393,2
d25aa0aaacb370e912f8cf6efeba38b3,SC,16,2495.75,4.56,6.2,-17.2,66.4,Good,393,2
5882820ef11c4c068eea0677a7a879b4,RS,14,9925.5,4.15,0.0,-17.4,66.4,Good,393,2
5f5b43b2bffa8656e4bc6efeb13cc649,SP,27,3817.19,4.41,3.7,-13.7,66.4,Good,393,2
1d4587203296c8f4ad134dc286fa6db0,SP,39,2223.0,4.36,2.6,-11.2,66.3,Good,400,2
3d2531eccfbde1d7c8db7a3a12fb267a,MG,10,1999.54,4.22,0.0,-14.0,66.3,Good,400,2
b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,140,6524.87,4.29,2.1,-14.8,66.3,Good,400,2
520b493b57809f446cb0a233bb3e25c7,SP,63,3758.89,4.29,1.6,-11.7,66.3,Good,400,2
1b1ae47a313a825a7ccceb8e2e30fa9d,PR,10,2184.0,4.22,0.0,-14.2,66.3,Good,400,2
66922902710d126a0e7d26b0e3805106,MG,150,14421.2,4.5,7.3,-10.3,66.3,Good,400,2
f680f85bee2d253556ac91be391d2c82,SP,44,5148.93,4.32,2.3,-12.8,66.3,Good,400,2
8ab42aa58097fd4668d60cc648225d5f,GO,20,2776.75,4.2,0.0,-17.3,66.2,Good,407,2
76d64c4aca3a7baf218bf93ef7fa768d,PR,64,17533.59,4.23,3.1,-15.1,66.2,Good,407,2
06df0c10d34e459d9672bc77388742eb,PR,26,9070.0,4.35,3.8,-13.5,66.2,Good,407,2
e26901d5ab434ce92fd9b5c256820a4e,SP,197,11618.49,4.2,1.5,-13.5,66.2,Good,407,2
218d46b86c1881d022bce9c68a7d4b15,SP,376,53818.41,4.19,8.8,-11.4,66.2,Good,407,2
5670f4db5b62c43d542e1b2d56b0cf7c,SP,22,6659.09,4.41,4.5,-14.1,66.2,Good,407,2
dee656f0f566ed1aa85bd137c943f08f,SP,90,6165.0,4.4,4.4,-14.0,66.1,Good,413,2
e5e33c0d8e7e002f398f5dc4cbbb338f,SP,26,6494.9,4.58,7.7,-14.8,66.1,Good,413,2
bacb1f0ed56ad24198f5810d2b3fe9a5,SP,37,5909.15,4.31,2.7,-13.4,66.1,Good,413,2
da7039f29f90ce5b4846ffc0fcc93beb,SP,17,1475.64,4.53,5.9,-11.8,66.1,Good,413,2
01fdefa7697d26ad920e9e0346d4bd1b,PR,128,14842.53,4.38,5.5,-13.7,66.1,Good,413,2
1838dd9b8977065acf51d95e0053ea7a,MG,62,2750.5,4.37,3.2,-11.0,66.1,Good,413,2
7178f9f4dd81dcef02f62acdf8151e01,SC,202,36795.4,4.06,3.5,-18.5,66.1,Good,413,2
282f23a9769b2690c5dda22e316f9941,MG,98,6539.18,4.37,4.1,-11.1,66.0,Good,420,2
503c1de08ae81a2d86f17951b204db55,SP,22,4906.99,4.41,4.5,-11.9,66.0,Good,420,2
5a05a16bb50629ee31afab8a6d4c2674,RS,14,794.3,4.21,0.0,-11.9,66.0,Good,420,2
b9a03475e6447e631b6799ec8274800f,PR,10,1349.1,4.2,0.0,-21.3,66.0,Good,420,2
bfd27a966d91cfaafdb25d076585f0da,SP,114,19225.0,4.32,5.3,-15.5,66.0,Good,420,2
fb3cfbc8a86f5d7fbb4d36b8df63f60d,RJ,10,1121.2,4.2,0.0,-12.0,66.0,Good,420,2
4305fe92735c8a43d154ff6dd2b8d927,MG,17,2606.1,4.18,0.0,-10.6,65.9,Good,426,2
582d4f8675b945722eda7c0cb61ba4c7,SP,56,5215.47,4.25,1.8,-13.5,65.9,Good,426,2
c35672b10ad50968f567ea3f4b91e877,RJ,18,1150.57,4.5,5.6,-12.1,65.9,Good,426,2
9b00ed88b7fdb95d6ff76e27c1b52d16,SP,46,1600.88,4.54,6.5,-10.5,65.9,Good,426,2
d1ef48b38baca7e831711c4a0aeb398f,PR,28,1509.03,4.57,7.1,-15.6,65.8,Good,430,2
a3f0b55de503387383c7b1de3ad7f678,PR,23,4258.5,4.39,4.3,-14.0,65.8,Good,430,2
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,122,9465.45,4.19,1.6,-12.4,65.8,Good,430,2
730937bf88cb151eb2eb849f642fc213,SP,22,2868.1,4.41,4.5,-10.7,65.8,Good,430,2
4a1f694197d05fe70026b016a7316b41,SP,14,952.67,4.57,7.1,-13.9,65.8,Good,430,2
efcd8d2104f1a05d028af7bad20d974b,SP,43,2334.5,4.3,2.3,-14.3,65.8,Good,430,2
640e21a7d01df7614a3b4923e990d40c,SP,111,7547.68,4.37,4.5,-9.9,65.8,Good,430,2
04aba03279157f6d4e0fe8ccaf21963c,RJ,15,2416.0,4.53,6.7,-13.9,65.7,Good,437,2
4371b634e0efc0e22b09b52907d9d469,SP,101,8652.66,4.48,6.9,-10.4,65.7,Good,437,2
2e13c71026e1a39ba5cc1b86dcb679aa,SP,24,4157.0,4.38,4.2,-13.1,65.7,Good,437,2
1127b7f2594683f2510f1c2c834a486b,SP,109,6846.7,4.22,1.8,-11.3,65.7,Good,437,2
1430239a858e7682bbc43b20758af153,SP,17,633.99,4.18,0.0,-10.4,65.7,Good,437,2
e333046ce6517bd8bb510291d44f0130,SP,67,7251.0,4.36,4.5,-13.3,65.7,Good,437,2
2199e7fe213c16213bf5d6a7eadc9a5d,SP,24,3767.29,4.38,4.2,-13.7,65.7,Good,437,2
4b9750c8ad28220fe6702d4ecb7c898f,SP,217,16017.38,4.36,6.0,-9.4,65.7,Good,437,2
06e5eefc71ec47ae763c5c6f8db7064f,RS,90,21908.56,3.98,0.0,-16.7,65.7,Good,437,2
6bb0724edf0b62fb91ac404873a97241,SP,17,3653.0,4.47,5.9,-10.4,65.7,Good,437,2
4200ddf1967c5e41e48db62bc6d4b5ac,SP,21,728.98,4.44,4.8,-11.0,65.7,Good,437,2
4bf2f4ee540798a61f9636d12cd9cc80,SP,29,4995.56,4.14,0.0,-12.6,65.7,Good,437,2
aba1721a889e04decc910aa13b768ef4,SP,82,14129.3,4.45,7.3,-11.5,65.7,Good,437,2
3d5d0dc7073a299e31fa718ce1bc00b6,RJ,21,674.8,4.43,4.8,-13.8,65.6,Good,450,2
7722b1df1b0e383e000397b2c11e3e19,SP,129,7063.9,4.28,3.1,-11.8,65.6,Good,450,2
1fdc574883ef3b33ad41562d93f3a74a,SP,18,4251.0,4.44,5.6,-11.5,65.6,Good,450,2
3bdff180c7e1f6551a643b99c265a120,SP,56,3008.2,4.25,1.8,-12.8,65.6,Good,450,2
6426d21aca402a131fc0a5d0960a3c90,SP,23,1209.64,4.17,0.0,-13.5,65.6,Good,450,2
3078096983cf766a32a06257648502d1,SP,56,7910.84,4.3,3.6,-12.6,65.6,Good,450,2
94144541854e298c2d976cb893b81343,RS,68,17286.28,4.25,4.4,-14.3,65.6,Good,450,2
8a432f4e5b471f8da497d7dc517666e2,SP,92,7460.9,4.22,2.2,-12.2,65.5,Good,457,2
59fb871bf6f4522a87ba567b42dafecf,SP,123,21178.6,4.28,5.7,-14.6,65.5,Good,457,2
750303a20e9c56b2a6bc45cdce0b897d,GO,53,7876.0,4.3,3.8,-11.8,65.5,Good,457,2
81a1104df0f08b59c68aa5b03cfe398e,PR,72,9320.98,4.31,4.2,-13.7,65.5,Good,457,2
0d33a55da925bbf1ff02af5f6059fc7f,SP,21,571.29,4.43,4.8,-11.4,65.5,Good,457,2
75fbb52eda0cbc24f479d3b2fbfa8d3e,GO,38,1159.18,4.45,5.3,-14.2,65.5,Good,457,2
abcd2cb37d46c2c8fb1bf071c859fc5b,MT,42,4652.42,4.38,4.8,-16.4,65.4,Good,463,2
1b4c3a6f53068f0b6944d2d005c9fc89,SC,110,14436.99,4.27,4.5,-12.7,65.4,Good,463,2
b2c97074649f92197d9387d9033dda5f,SP,10,684.71,4.7,10.0,-9.2,65.4,Good,463,2
6c12e40690c335dbc2f68a4134d30dc1,PR,16,9139.2,4.07,0.0,-13.7,65.4,Good,463,2
d6b1ce66b035a475f00c017792ff9769,SP,90,12447.31,4.35,5.6,-12.7,65.4,Good,463,2
f63d8f293af3a6454377546bd9dd19ff,SP,17,1751.82,4.47,5.9,-12.9,65.4,Good,463,2
40d54b51e962dbe09cabbcfd33298dee,SP,29,6761.16,4.1,0.0,-12.0,65.4,Good,463,2
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,453,29605.2,4.14,4.9,-13.1,65.4,Good,463,2
59cd88080b93f3c18508673122d26169,SP,10,392.33,4.7,10.0,-9.4,65.4,Good,463,2
cc63f0dd2acba93ffed4fe9f8e0321fa,SP,55,7096.71,4.09,0.0,-11.9,65.4,Good,463,2
58f1a6197ed863543e0136bdedb3fce2,MG,41,6431.0,4.22,2.4,-15.0,65.3,Good,473,2
c826c40d7b19f62a09e2d7c5e7295ee2,SP,345,44554.95,4.13,7.5,-9.8,65.3,Good,473,2
1b8356dabde1d35e17cef975c3f82730,SP,55,3366.4,4.22,1.8,-13.9,65.3,Good,473,2
b32be1695eb7ec5f10f72d9610a12527,RS,44,26575.0,4.14,4.5,-13.6,65.3,Good,473,2
08633c14ef2db992c11f840f04fad4cd,SP,71,7310.0,4.39,5.6,-10.6,65.3,Good,473,2
32b8764b4ef628b53608fc34011fcc13,SC,35,8625.0,4.23,2.9,-14.6,65.3,Good,473,2
8d79c8a04e42d722a75097ce5cbcf2ef,CE,25,2600.32,4.56,8.0,-11.8,65.3,Good,473,2
d624126b9206f595fb3fbb6ba03b28a8,PR,23,7198.8,4.32,4.3,-14.5,65.3,Good,473,2
669ae81880e08f269a64487cfb287169,SC,161,13245.36,4.26,4.3,-13.9,65.3,Good,473,2
48162d548f5b1b11b9d29d1e01f75a61,SP,65,19870.19,4.03,1.5,-13.3,65.2,Good,482,2
55d3daac7c404d59e51c2aa2f4dc5a23,SP,21,4480.6,4.1,0.0,-11.3,65.2,Good,482,2
cd6efc47efaabf134f8bdb654e10b4f1,RJ,30,4031.55,4.47,6.7,-13.9,65.2,Good,482,2
5c853bb56f70f4d14218944bae111d7a,SP,22,360.02,4.14,0.0,-11.3,65.2,Good,482,2
20d83f3ef0e6925fd74bfd59170babf7,SP,37,2760.1,4.41,5.4,-11.4,65.2,Good,482,2
562fc2f2c2863ab7e79a9e4388a58a14,SP,252,9012.24,4.23,3.2,-13.0,65.2,Good,482,2
de23c3b98a88888289c6f5cc1209054a,SP,158,25408.79,4.31,7.6,-10.2,65.2,Good,482,2
058fd0aa2bfdb2274e05e1ae971dabb6,SP,59,7420.4,4.44,6.8,-11.7,65.2,Good,482,2
8bd0f31cf0a614c658f6763bd02dea69,SP,32,4255.35,4.26,3.1,-13.5,65.1,Good,490,2
